delta,theta,alpha,beta,gamma,f1,f2,f3,f4
8570501910593788.0,1.147198657236197e+16,1.1364895316806178e+16,4.928897656983687e+16,3.9605256772922904e+16,17629973.532615196,625440729.9691894,26600000000.0,-107000000.0
1286954408628951.0,1761493046538136.5,1762366109765721.5,7944803084255615.0,6588189235168023.0,6933023.799094079,249381839.5269017,10000000000.0,-28200000.0
4554189578835229.0,6183049765531432.0,6170951613981743.0,2.765705670905383e+16,2.309158620578976e+16,13141666.48229055,467786175.5772594,16700000000.0,-62900.0
962993383697909.0,1309291599199120.5,1311666521668942.5,5930071815152326.0,4889308635019847.0,6039364.557729326,215430591.3890118,7800000000.0,-34600000.0
1.0373305218593597e+25,1.413442453176531e+25,1.412535739852423e+25,6.346228674882679e+25,5.293147620320196e+25,633988584407.3527,22849577079965.82,926000000000000.0,-125000000.0
1359313807493046.5,1872856988942701.0,1860966202255887.5,8165261547897707.0,6558679724597967.0,6756074.679474226,249762350.92054614,11500000000.0,-2720000.0
4.661246217029534e+23,6.288180707351189e+23,6.28629510051551e+23,2.824046352007854e+24,2.3436867441996098e+24,135153429481.647,4809827007315.088,180000000000000.0,-149000000000.0
2.9235202133610685e+26,3.867871851348427e+26,3.867527817507989e+26,1.739760475261982e+27,1.4489719441019274e+27,2967904757708.8125,119930902806836.6,5790000000000000.0,-2980000000000.0
694189111843694.0,943611803899937.0,939930237413298.8,4173929199438500.5,3421480143720881.0,5130613.830036461,180543815.47679168,6690000000.0,-2500000.0
8.585962525526015e+24,1.158234447142177e+25,1.1590136126930288e+25,5.224647491116663e+25,4.34932535854835e+25,579561396398.8868,20733649156154.984,781000000000000.0,-821000000000.0
1.139072596913338e+16,1.588635231245634e+16,1.59627745132545e+16,7.27348825449686e+16,6.0096214109088664e+16,17735965.1329294,748767764.2454525,36800000000.0,-259000000.0
3125368302319790.5,4278143598006487.0,4241608647553886.0,1.8370316195049524e+16,1.4515772681343828e+16,10641000.281528044,374949854.58672976,16000000000.0,-7830000.0
1.5485670780601751e+24,2.0881170599340651e+24,2.08714751297495e+24,9.381226678429336e+24,7.821534852504017e+24,246239354707.2287,8793637650809.57,330000000000000.0,-12100000.0
1.4529231150942906e+16,1.9735014739496748e+16,1.9643551473749108e+16,8.695324353540413e+16,7.172798749844134e+16,23478088.832758337,822807928.2374616,30500000000.0,-7990000.0
2.2563828770768484e+25,3.039387566190141e+25,3.0423238352624837e+25,1.3724357074428028e+26,1.142033113784359e+26,936825862487.1947,33602381390026.83,1300000000000000.0,-1970000000000.0
1.903198575663206e+27,2.566819710236543e+27,2.569209141345732e+27,1.1588955196695312e+28,9.644183013524718e+27,8623619769546.292,308746267074377.0,1.17e+16,-14800000000000.0
942662997425532.5,1250606287934359.2,1190203630943865.0,4381374096316305.0,3056793504308896.5,6022084.90720969,185075988.85924637,6680000000.0,-7270000.0
2777621719446849.0,3739092576233663.0,3691588281888921.5,1.5838627974701688e+16,1.291573471551765e+16,10257565.173537087,356032028.9149545,13800000000.0,-13100000.0
445067929011636.2,596735750903406.5,590558336418838.2,2546522242483184.0,2060681415639390.8,4051507.6724741366,142465047.34406447,5850000000.0,-33700000.0
2.815364630233745e+24,3.789928586876647e+24,3.790492704978775e+24,1.7063795760524688e+25,1.4213738476471302e+25,330821757235.1978,11855863934829.512,460000000000000.0,-146000000000.0
1.4743303799253974e+16,1.855138908471531e+16,1.5988054610502354e+16,3.057849142991205e+16,9284931483552196.0,24304251.90667533,609464074.4696058,18900000000.0,-50500000.0
2.94581968782233e+19,3.941879025634942e+19,3.6363214132834443e+19,1.0038921044257689e+20,1.2392095337201541e+19,788429419.6527704,26033459877.92981,946000000000.0,-5780000000.0
6.323032827907542e+26,8.527726833128142e+26,8.534913621695271e+26,3.849005531406312e+27,3.2034771697818474e+27,4971016517684.399,177943960532551.97,6740000000000000.0,-9150000000000.0
2.672231288699491e+28,3.519152361667184e+28,3.5180711164453734e+28,1.5819016025499012e+29,1.318814688920651e+29,22694260990971.938,1145059586990224.5,5.78e+16,-763000000.0
2.178313690450044e+17,2.8054359691325856e+17,2.56414271178394e+17,6.668980959264239e+17,8.042479235098038e+16,91829232.22720963,2178598537.7790027,66700000000.0,-654000000.0
1.0858412184446726e+19,1.443354649502428e+19,1.3539717092421386e+19,4.329673589245709e+19,1.7547465000088318e+19,639639900.0895125,18319656117.210308,765000000000.0,-2790000000.0
1.0248477564756449e+26,1.3908660443436208e+26,1.3920859119761288e+26,6.278486327472244e+26,5.2252073987960386e+26,2007117499920.6995,71815742761839.9,2700000000000000.0,-3940000000000.0
8.95957768113406e+24,1.2124195581939531e+25,1.2124680462259223e+25,5.456727986407265e+25,4.546308532578253e+25,593813895861.2188,21191172294316.34,763000000000000.0,-79000000000.0
2.118196667467347e+24,2.89871888865605e+24,2.898593886136165e+24,1.3042626131017846e+25,1.0868362411096165e+25,282612558386.69586,10348738525296.873,443000000000000.0,-41500000000.0
1.3640656668720435e+22,1.8978847708685273e+22,1.9025919914511088e+22,8.615597140702554e+22,7.151540059876952e+22,16556858898.539988,837999254164.6887,42300000000000.0,-143000000000.0
1.1924584438649212e+16,1.603646073537217e+16,1.5619082960777642e+16,6.315164364439193e+16,4.9299548107134536e+16,21314051.596639305,704933418.8732991,28300000000.0,-115000000.0
1.175172511793792e+16,1.5902015819268408e+16,1.5679959132555758e+16,6.642565671538531e+16,5.016644829311786e+16,21146321.906235434,690853055.517851,25100000000.0,-18600000.0
8.810190123425543e+19,1.175751504895908e+20,1.0788138203182363e+20,2.8792867917871484e+20,2.7880127933255827e+19,1375381303.818617,47939630964.91606,1770000000000.0,-9070000000.0
1.0361283464627162e+21,1.3097976409853673e+21,1.2044396329509763e+21,3.307905350690895e+21,4.920502937112591e+20,4539383947.157945,162472340363.81177,6850000000000.0,-9940000000.0
3.222724636252936e+24,4.3589537028147346e+24,4.3533294506183013e+24,1.952575185584056e+25,1.6299151596145928e+25,356217757461.3269,12690137668560.041,459000000000000.0,-175000.0
1.7434725094100476e+25,2.3683549738190098e+25,2.3653891615585113e+25,1.0610668412545215e+26,8.858241152566582e+25,826329044490.0436,29570079484091.543,1150000000000000.0,-35400000.0
1.702898875654181e+16,2.292836399681887e+16,2.2963224119957176e+16,1.034288931648004e+17,8.485722469184762e+16,24814491.404006574,903220632.0045304,38200000000.0,-263000000.0
9.560988590853403e+24,1.2973324747683347e+25,1.299019700921785e+25,5.865040827018266e+25,4.877947174233295e+25,613156616706.7338,21942591677034.082,819000000000000.0,-1420000000000.0
1.0564565983450895e+30,1.4675438983287112e+30,1.4668546794838966e+30,6.592992964234717e+30,5.49794040380637e+30,146305644929645.4,7349829300969558.0,3.71e+17,-500000000.0
4.3647568770717453e+24,5.951461205648448e+24,5.945928461105594e+24,2.66924568189622e+25,2.2265809416883616e+25,410329720312.8441,14819047481188.768,608000000000000.0,-566000000.0
6550831071614634.0,8950769640725345.0,8953457233701434.0,4.034357590733627e+16,3.3540943496891036e+16,15697191.793196369,562749065.1374228,21900000000.0,-82600000.0
1.0967114689255708e+24,1.4808578868476244e+24,1.4825032401800572e+24,6.690301745347863e+24,5.565530585669537e+24,207318107087.27365,7415955114410.02,276000000000000.0,-474000000000.0
1.024577724709131e+16,1.313877783143462e+16,1.1383823737715232e+16,2.3834475605217976e+16,9841488732127366.0,19696720.44267722,521986871.44672287,20600000000.0,-43700000.0
3258746265798453.5,4466383787751989.0,4434591755545446.0,1.9423699520549124e+16,1.5890389352616786e+16,10828664.952743188,391032360.9687668,16900000000.0,-74000000.0
1.296219336661806e+16,1.7593653398604942e+16,1.7624261658567128e+16,7.970654158584883e+16,6.616028497011062e+16,22126118.258063205,792095144.7610244,29500000000.0,-149000000.0
3.166498742924902e+24,4.294770550074639e+24,4.291349291945165e+24,1.9272569381346124e+25,1.6078074242887666e+25,352810229498.64923,12599712647965.832,476000000000000.0,-50000000.0
6.04495810491487e+25,8.046205694588405e+25,8.05425129184021e+25,3.633693263168182e+26,3.0235601516063705e+26,1446234882837.428,54749972653477.79,2490000000000000.0,-3130000000000.0
1.6653383488230078e+19,2.106485512432468e+19,1.9344722425738744e+19,5.1634697961334505e+19,4.978167578189623e+18,578900867.5603576,20264510412.359077,742000000000.0,-4990000000.0
5.978147699577101e+25,7.958711983516405e+25,7.957773821536169e+25,3.5800041453247586e+26,2.9837292555890468e+26,1448131940433.3591,54390146512813.13,2450000000000000.0,-1340000000000.0
7464510305822218.0,1.0168835692831284e+16,1.0077899683563516e+16,4.399002532472901e+16,3.603287188546998e+16,16705841.674922884,591140686.600189,23800000000.0,-61800000.0
2.82412718626647e+25,3.8127328239776162e+25,3.808178401756809e+25,1.7085031668809645e+26,1.4261320941128423e+26,1053528468111.8147,37544271587959.57,1370000000000000.0,-218000000.0
1.4566459140779493e+25,1.9628864716362247e+25,1.961369506269114e+25,8.809071793788852e+25,7.348816967523153e+25,754709386722.1185,26956257136910.895,1020000000000000.0,-135000000.0
2109832789201160.2,2836646850506676.0,2842276666013009.0,1.2858532281890948e+16,1.0640572582885078e+16,8663235.960050892,318771693.21944404,13800000000.0,-78600000.0
4716592753927518.0,6420286712269626.0,6427466545689299.0,2.90201417611301e+16,2.4087249624641256e+16,13369685.845386708,477642796.0504546,17300000000.0,-63100000.0
4.5608600785999096e+24,6.158322983601549e+24,6.150953514167e+24,2.7571765065842584e+25,2.292390307863911e+25,423417949402.23285,15044571005627.902,547000000000000.0,-6550000000.0
1.2139181644432242e+23,1.6398567423383583e+23,1.640866012410519e+23,7.395213426897506e+23,6.153895543895654e+23,69030791481.39386,2466054904320.674,90600000000000.0,-107000000000.0
1.85795981535692e+23,2.4846272510611435e+23,2.4880343099144188e+23,1.1234968506332566e+24,9.33969640573472e+23,82724122259.68814,3041375486739.3677,131000000000000.0,-277000000000.0
1.7884273918795245e+23,2.4118794075600478e+23,2.40885299282303e+23,1.080483042165274e+24,9.016226134438812e+23,83751119490.13423,2985844575437.664,111000000000000.0,-1040000.0
3.274712521313672e+31,4.358983461026941e+31,4.335797152296516e+31,1.8970470384041182e+32,1.4895927604840095e+32,1092114353781052.2,3.8801973061328744e+16,1.67e+18,-1100000000000000.0
6.748262030784541e+25,9.087371909690493e+25,9.080304134720733e+25,4.078161624945331e+26,3.402272167994562e+26,1622580770178.3237,58005730464296.87,2220000000000000.0,-18000.0
3188038558030588.5,4312531865694591.0,4324350371967091.0,1.9597294204816484e+16,1.6198644491707644e+16,10893287.422539152,392617488.8295936,15700000000.0,-130000000.0
1.6946840788575918e+24,2.2742467211663244e+24,2.275695745387805e+24,1.025009326547955e+25,8.505116657856551e+24,254228943163.086,9171442069898.78,374000000000000.0,-493000000000.0
3267651585432799.5,4446941491026428.0,4435057211221944.0,1.979213627717633e+16,1.6367616458905334e+16,11124772.3271582,394123008.44508713,14800000000.0,-2160000.0
3881941078890764.0,5230846784015754.0,5217281717721636.0,2.3318792977008656e+16,1.9408580904018596e+16,11995083.872164913,430210397.1092411,17400000000.0,-17200000.0
1.3642550798911574e+17,1.8892217993270573e+17,1.8732184145549037e+17,8.203293179366616e+17,6.807142257175366e+17,61557180.028114714,2542531239.7004247,125000000000.0,-133000000.0
7.740737875926169e+23,1.0330681386299648e+24,1.0320448760204123e+24,4.632580509587794e+24,3.8654146061340105e+24,168210204753.30502,6189332655977.156,269000000000000.0,-61600000.0
3.044102510767708e+24,4.110030281247252e+24,4.1103941275372175e+24,1.8468201159721567e+25,1.5260442839445317e+25,345620763391.51685,12266041605166.547,456000000000000.0,-946000000000.0
2625708578704967.0,3463546034904958.5,3379909532752485.5,1.387240293329843e+16,1.0733786252580784e+16,9348431.363350544,333007192.5048131,15500000000.0,-3540000.0
7939019673317333.0,1.0399036197477468e+16,9560135422223860.0,2.880620748003221e+16,1.845011810552309e+16,17510296.970314313,514527596.2019317,20400000000.0,-79500000.0
6.729272410511136e+22,9.037517925461334e+22,9.03807974630892e+22,4.066680061650911e+23,3.382388990205327e+23,50844094137.869576,1827819156957.0632,73500000000000.0,-56400000000.0
3.715613146896503e+24,5.046292033526536e+24,5.043735559427846e+24,2.2668322124882306e+25,1.890285091557809e+25,381733885780.615,13659453155075.68,526000000000000.0,-73600000.0
5447407289395206.0,7178123909855025.0,6767353922907140.0,2.419730450129749e+16,1.7799105537342072e+16,14506992.148541844,456596610.5718269,18000000000.0,-52000000.0
1773349846904953.8,2379678323090865.0,2379595753564292.0,1.0699145491114674e+16,8822983036077298.0,7907589.455121757,290647825.06753767,12700000000.0,-22100000.0
1.3733360780991398e+24,1.8755454583232502e+24,1.8762104432990567e+24,8.450783580445926e+24,7.037706731357015e+24,229508954657.31024,8329277252107.937,346000000000000.0,-273000000000.0
1.624751487126425e+16,2.236766086609829e+16,2.240374626522385e+16,1.0098712706392363e+17,8.29259688782151e+16,24170921.241874184,886312419.4612423,38200000000.0,-263000000.0
5.092946952534587e+25,6.912577504103672e+25,6.907871387067371e+25,3.10325466074893e+26,2.5885552426239487e+26,1414125051516.1995,50551378510719.41,1930000000000000.0,-17500000.0
3.585012593356247e+20,4.7861311626401985e+20,4.402096366289771e+20,1.2027826932611636e+21,1.6920411104161035e+20,2820208186.5134163,99051624650.79617,4160000000000.0,-15100000000.0
3.859692226300946e+27,5.204692648141311e+27,5.200187446131401e+27,2.3349480194182263e+28,1.9482552670203882e+28,12298266080264.459,438876954709359.56,1.64e+16,-434000000.0
1963957204793784.8,2629752244493693.0,2606148772060839.5,1.134352779025406e+16,9134483732440052.0,8451439.4989219,297804104.9344646,12800000000.0,-64900000.0
5482008776802866.0,7350791307750315.0,7282002462925113.0,3.182095953470616e+16,2.628846692711867e+16,14207489.458778592,505683553.4632367,20800000000.0,-55000000.0
2.9355880909490874e+25,3.968317291361996e+25,3.9726137792718225e+25,1.7926427135222565e+26,1.4914234965012568e+26,1073829720207.1527,38384483758685.5,1400000000000000.0,-2230000000000.0
8.501122035257885e+24,1.151268557645211e+25,1.152686414537114e+25,5.203439288295259e+25,4.328087735317922e+25,578343183496.9865,20673454473556.254,746000000000000.0,-1300000000000.0
5.6932432972755574e+22,7.736555518546375e+22,7.719442749128903e+22,3.451935741602669e+23,2.876105284953643e+23,47161233580.39791,1684006440926.2952,66400000000000.0,-213000000.0
5.22274225755187e+24,7.018789072234708e+24,7.026262536429832e+24,3.170406542084617e+25,2.6373260845140383e+25,448012731710.14246,16151264927304.13,648000000000000.0,-876000000000.0
2581769272995434.0,3455985598960626.0,3403012393919035.5,1.4490400122673596e+16,1.1812596106836998e+16,9801566.5677281,341585056.4060973,13900000000.0,-6890000.0
1.2477115046027622e+25,1.6858942987367944e+25,1.6845163665945857e+25,7.56479423973431e+25,6.31116883941542e+25,700538771750.8684,24973298422268.293,901000000000000.0,-135000000.0
1.0656232329478254e+25,1.4412480879767636e+25,1.441408521966793e+25,6.488388732093879e+25,5.405806034183344e+25,647478963185.7955,23109221599071.727,827000000000000.0,-420000000000.0
1.209825045117527e+16,1.5459456528214132e+16,1.4237040123118148e+16,4.417138965259516e+16,2.3467496095099776e+16,19750203.02428344,510638279.8355507,18500000000.0,-74600000.0
2150386160910646.0,2924316271148210.5,2924670066292669.0,1.3177428507144324e+16,1.0950969943157264e+16,9028800.014924489,322140025.95211816,11600000000.0,-18300000.0
3.4824085945567936e+16,4.640891283386283e+16,4.667454854267676e+16,2.1314503249232432e+17,1.7595412040964058e+17,30942067.200198773,1299633210.2071035,63700000000.0,-493000000.0
4418421113600325.0,5957461487474269.0,5962789709950682.0,2.6884287488575176e+16,2.223629562259218e+16,12735444.198911715,460519333.1481733,19000000000.0,-63300000.0
2634512363839397.0,3525789998014393.0,3419709610091751.0,1.3831007130581246e+16,1.1056508015139986e+16,10036630.997211264,338050421.0714806,12100000000.0,-15500.0
1.8059041643025897e+27,2.4507100973600004e+27,2.4533239788534237e+27,1.1070004726877186e+28,9.21042549317832e+27,8426087771321.325,301514018371334.3,1.13e+16,-16100000000000.0
6.3359714419469604e+22,8.668669808918664e+22,8.665471200803801e+22,3.895762861825411e+23,3.246700260024096e+23,48891805678.379944,1788828338954.1985,76500000000000.0,-12000000000.0
9.284960362384024e+19,1.2398486036765822e+20,1.1380936474830923e+20,3.0509002498450096e+20,3.390872426467306e+19,1395539064.0418222,49205908396.46164,1900000000000.0,-9780000000.0
7.712619399758374e+17,1.0232170563530975e+18,9.716788991847625e+17,3.409204201008896e+18,1.8577911139171679e+18,173607896.49522793,4908610050.555779,179000000000.0,-15300000.0
8495850831402811.0,1.1300420738585344e+16,1.0359370943721134e+16,3.100111129898495e+16,2.00218364861496e+16,16346507.897372982,536416850.7213596,24600000000.0,-164000000.0
1.4006769199438772e+26,1.9046313780146705e+26,1.9040418619063838e+26,8.561635719289982e+26,7.13771626257657e+26,2340092884140.5015,83923821305513.19,3290000000000000.0,-57600000.0
2675322957318023.0,3600958085227456.0,3579779624874025.0,1.575987281608844e+16,1.292134787365246e+16,9979643.447802624,354607405.64299715,14200000000.0,-43500000.0
2264488219156718.0,3100824889270454.5,3093463925509276.0,1.3816593451209524e+16,1.1394401755403156e+16,9148548.359474102,328349228.11022866,13500000000.0,-46300000.0
455504352384620.2,594022260518672.8,531013828898282.3,1271501389495900.5,439836676122892.06,4111642.7091251956,104988188.26795849,4400000000.0,-31200000.0
2728825619742770.5,3535562689235873.5,3196642336353131.0,8668075226721747.0,5230342557744164.0,10319072.69247971,293357084.16594815,10100000000.0,-58000000.0
2.6860864458134484e+27,3.73064076859442e+27,3.727687711425062e+27,1.6740911592005083e+28,1.3966950237904933e+28,7377816018599.742,370463193946762.25,1.87e+16,-25000000.0
1645273270347571.5,2241608025870173.8,2234156875075626.8,9838584463134192.0,7725027073127754.0,7885232.1371499235,272815671.9474159,10500000000.0,-48500000.0
2.7176080718889534e+24,3.654292204398845e+24,3.6576810557864443e+24,1.6498865879037297e+25,1.3729289901711712e+25,323789007113.60315,11653137145717.898,463000000000000.0,-606000000000.0
6.770059083174902e+26,9.376718446980116e+26,9.375152834458942e+26,4.217091699918012e+27,3.5150545732156537e+27,4459113697243.026,185881680214949.22,9110000000000000.0,-484000000000.0
4812216049905853.0,6398930241058204.0,6375335601874921.0,2.8397691044320116e+16,2.3581712279881308e+16,12186163.170755517,476298314.6138567,22600000000.0,-45600000.0
3.442277045755383e+24,4.662917883467908e+24,4.6596586518542927e+24,2.093163584180577e+25,1.7458468443622467e+25,368094625071.5161,13131334113217.992,485000000000000.0,-135000000.0
2.010636698443468e+25,2.7221178599616357e+25,2.7256794988575647e+25,1.2306598282703742e+26,1.023556627817092e+26,889355381277.0294,31792987535116.73,1140000000000000.0,-2040000000000.0
5.4448785528240824e+26,7.359737505527603e+26,7.367936532292013e+26,3.325014917351425e+27,2.7662837812120553e+27,4624264656590.218,165312361449133.22,6040000000000000.0,-9130000000000.0
9267023842281412.0,1.2336939697364e+16,1.2347288388219786e+16,5.571056926637987e+16,4.628525852263423e+16,16545722.420201724,666586461.1372478,32100000000.0,-54700000.0
2.0484691624901318e+27,2.7715576549657064e+27,2.77432823266686e+27,1.2516353499336286e+28,1.0414906322407025e+28,8975544956927.648,320730660146981.94,1.15e+16,-15400000000000.0
1.3478299701666416e+16,1.8498186071929576e+16,1.8265981160611824e+16,7.808008821925173e+16,6.306313595637439e+16,21453101.306647867,787330054.3763127,36300000000.0,-218000000.0
1.8128303275371252e+27,2.4648348131755416e+27,2.46725476566689e+27,1.1130501018678656e+28,9.2619737931268e+27,8426955479847.14,302294234938994.4,1.17e+16,-14800000000000.0
1.3107680435830875e+25,1.7779123727260131e+25,1.7797286713236057e+25,8.029833019417323e+25,6.681211530968157e+25,718029074607.9397,25681473774567.387,955000000000000.0,-1430000000000.0
3172244660654902.0,4269103405333543.0,4198153862391414.0,1.7737825790934478e+16,1.433042585445049e+16,10985383.073565817,378524640.83117485,13900000000.0,-32800000.0
1.0549753052801005e+25,1.4223174238895208e+25,1.4237917498007653e+25,6.424072896347647e+25,5.344904282522574e+25,641591223230.3295,22985654214773.3,877000000000000.0,-1140000000000.0
3.540379450076301e+19,4.587042591374011e+19,4.217392510311144e+19,1.1390249884617993e+20,1.360617991264062e+19,1184304323.469147,30118156569.5106,904000000000.0,-5260000000.0
1079022745245131.4,1450417962718080.0,1446955929026179.0,6455557959037072.0,5296354122899064.0,6265712.15882943,225299871.34123632,9450000000.0,-1410000.0
3.841163145297229e+22,5.1830723957887955e+22,5.179625663707568e+22,2.3267679941852663e+23,1.9395786513845307e+23,38821244794.564835,1384771328614.2458,51300000000000.0,-64700000.0
6.448404917243271e+23,8.786111999498377e+23,8.794982216428015e+23,3.967653968036218e+24,3.2998294060714874e+24,158374042337.27832,5704965317677.716,228000000000000.0,-341000000000.0
2.199842503980098e+27,2.9738234056442473e+27,2.9745330119486715e+27,1.3393117689769807e+28,1.1154689594665066e+28,9299963010793.406,331958099578336.44,1.2e+16,-5120000000000.0
2883571890659457.0,3878117602540644.5,3858967377460564.0,1.707853209012941e+16,1.4092012552392476e+16,10319075.790297879,368882630.6442468,15100000000.0,-36500000.0
2.036910748789566e+25,2.7517145357588788e+25,2.75275159121908e+25,1.23996309063719e+26,1.0326780753270402e+26,894371281607.1438,31943724500343.79,1170000000000000.0,-862000000000.0
2.559268022999654e+23,3.469215882115922e+23,3.4725339443678995e+23,1.5664489055815342e+24,1.3032759232788552e+24,100350516714.2738,3587177723636.198,132000000000000.0,-193000000000.0
2764753062789928.0,3796927009359640.0,3787677287911686.0,1.6951687734829022e+16,1.414067176908979e+16,9984006.629635429,364812689.439176,15700000000.0,-238000.0
1526094145472508.0,2092240621208982.8,2089587529509206.0,9373487890078276.0,7781384275956145.0,7492172.321194301,270955714.3007648,11300000000.0,-8590000.0
1.511816054942966e+23,2.0593596984165693e+23,2.0514360173407264e+23,9.1051903629716e+23,7.493259949668621e+23,76267952170.5935,2726365249810.4087,112000000000000.0,-635000000.0
1.0041984011524796e+16,1.324365322527078e+16,1.287276229627923e+16,5.018114531117107e+16,2.926625307130371e+16,18600982.943937708,566273417.5754024,24400000000.0,-101000000.0
1.0694555185235136e+16,1.4521803589565616e+16,1.441691914420138e+16,6.327580327897221e+16,5.183569192570423e+16,20134444.81858313,708530327.9790357,26700000000.0,-95400000.0
5116007684422268.0,7070430037856384.0,7069225922971248.0,3.1662447740360356e+16,2.584361053865115e+16,13125346.95112088,492181804.2472331,22700000000.0,-94900000.0
9.700871825131279e+23,1.311538011982283e+24,1.3125331215856957e+24,5.917943719667505e+24,4.925469504139839e+24,195259775663.42886,6975671203122.636,253000000000000.0,-310000000000.0
1.4173542430025834e+16,1.874093618345064e+16,1.864201715819373e+16,8.278444261110152e+16,6.944414405958445e+16,18632850.312012196,817975512.9195746,40800000000.0,-5730000.0
970856737237237.9,1298292476997244.2,1267043117829473.0,5158329471267990.0,4029508168255849.5,6064851.970508752,201894447.8355495,7660000000.0,-16600000.0
2.8819801594278967e+22,3.966014908101089e+22,3.966701840588661e+22,1.7855851737895805e+23,1.4861440752211542e+23,31874829019.47915,1209553763703.1387,55300000000000.0,-17300000000.0
3172602757604396.0,4337928391422448.0,4273423552571175.5,1.818936480091917e+16,1.4488417417606728e+16,10590012.66165419,368576052.1692589,16100000000.0,-6560000.0
1.141529804895457e+25,1.5379116700066501e+25,1.5368546440930124e+25,6.903954168565582e+25,5.758710124270037e+25,667809007300.6263,23862934931662.023,907000000000000.0,-99200000.0
3.047287541290557e+24,4.167149180135431e+24,4.1710586166713887e+24,1.8814954467977852e+25,1.5656022105106284e+25,340656592494.54474,12420931598591.996,523000000000000.0,-778000000000.0
8.603653846352e+26,1.1709684186658686e+27,1.1721327036901832e+27,5.288009439492974e+27,4.400195539971889e+27,5796957699641.614,208336910990728.78,8190000000000000.0,-11700000000000.0
3.0572796599921393e+18,4.2429728258397706e+18,4.2492656377960013e+18,1.9057706829466055e+19,1.5318881383869587e+19,292442099.6531405,12326845157.401674,611000000000.0,-3690000000.0
2110959680005466.5,2805150168104052.0,2747330681663691.5,1.1494378778214902e+16,9195776364907206.0,8717274.192607457,305868869.5228244,13200000000.0,-25200000.0
1.9956253181069563e+26,2.6948492368998172e+26,2.6938375908647384e+26,1.2110912571805016e+27,1.0097484453223021e+27,2799758528212.208,99894986909318.78,3660000000000000.0,-404000000.0
1.0622549573559178e+16,1.4395653174819056e+16,1.4322566775059676e+16,6.3005013874750504e+16,5.152599026061788e+16,20077597.171977613,707418391.936892,25500000000.0,-150000000.0
4958968024416255.0,6772270107596348.0,6773684852288293.0,3.050741536568858e+16,2.5315633865314548e+16,13668010.051407604,489205335.04934347,18900000000.0,-79900000.0
9.905638992081726e+23,1.3469415137451467e+24,1.346291872226695e+24,6.051043581773218e+24,5.04518161849445e+24,196769380932.28714,7055960206069.359,277000000000000.0,-27400000.0
4044556874523129.0,5403071381777032.0,5305559302594657.0,2.2356874306724708e+16,1.808318725706361e+16,12253117.141580846,426760284.9543149,17600000000.0,-49500000.0
3228569280527224.0,4317943229057085.0,4199307246762298.0,1.677669805102878e+16,1.2639460195310068e+16,11096857.86342005,364335894.1482583,13800000000.0,-16400000.0
1228513682729730.0,1631104575491100.0,1614376930477534.2,7010187074265138.0,5742367159129444.0,6316902.011220518,237815686.23461026,11100000000.0,-927000.0
2.8200933881958724e+24,3.771676307643874e+24,3.777230806730257e+24,1.7061635531187721e+25,1.4186338128744702e+25,322372039725.4425,11852475810565.389,510000000000000.0,-966000000000.0
1593781219907103.5,2138846465715424.8,2127211116532348.0,9388220873925930.0,7632456334021317.0,7618310.233058121,271102549.12204325,11400000000.0,-4520000.0
6491705030402391.0,8903474346832714.0,8875355647901438.0,3.964822889340079e+16,3.3148152704585804e+16,15368546.270726474,558754710.0271266,23700000000.0,-7360.0
1666193599073869.0,2272361774619786.5,2274692148010610.0,1.0275006682256738e+16,8535172250441554.0,7938479.477919473,284071268.6409948,10700000000.0,-44300000.0
2314966012212778.0,3128773175405816.5,3123238624058558.5,1.4006077214072674e+16,1.1682845147496114e+16,9322189.782569328,333234208.8268487,12900000000.0,-18700000.0
6056983282076170.0,8160489368143022.0,8041638522670279.0,3.4233236495130096e+16,2.777170663476834e+16,15174391.664050326,525611475.8767877,19200000000.0,-50900000.0
4280784217187576.0,5736640622653227.0,5613273106282070.0,2.2606848489472316e+16,1.4731829978884274e+16,12811168.105352543,394688650.76583457,15500000000.0,-103000000.0
1.1810804963815117e+25,1.6038579007205556e+25,1.60561159952022e+25,7.245534987840543e+25,6.027868089502908e+25,681118281543.9385,24390434705933.758,924000000000000.0,-1380000000000.0
7278921584181189.0,9969245864765140.0,9847743251500062.0,4.253577790799152e+16,3.4716184782682884e+16,15992760.704671176,580494796.5835115,25900000000.0,-21400000.0
1.6492652403384133e+24,2.222978604917585e+24,2.2264549894192372e+24,1.005891656213888e+25,8.362659473657821e+24,253406994808.63217,9091997793892.299,350000000000000.0,-719000000000.0
8.660278491540413e+22,1.1475156698966693e+23,1.1456774244740619e+23,5.098660873564312e+23,4.123672245924059e+23,52882087051.7286,2017584947232.203,94800000000000.0,-124000000000.0
1.1718412787700477e+27,1.5841590739001075e+27,1.5854597909873445e+27,7.14876127822068e+27,5.946913665691764e+27,6785738378335.558,242337706238993.9,8810000000000000.0,-12100000000000.0
1.109216748831806e+16,1.5031327226653508e+16,1.4859038454232958e+16,6.432792460429866e+16,5.270057213576338e+16,20512698.455075532,714668244.6327109,27200000000.0,-1370000.0
3395677880475797.5,4364199894198917.0,3977861814320874.0,1.1261757618972252e+16,5221854536305514.0,11295376.296537088,285180729.0798327,10300000000.0,-64700000.0
6.17011640809457e+21,8.251916673027216e+21,8.257875049600629e+21,3.7215060913297753e+22,3.091017690067921e+22,15110547950.861233,553445356690.469,23700000000000.0,-27000000000.0
